FSN,Animal_Name,Animal_Count,Animal_Distance,Keep_Inside_House,Days_Inside_House
55809,Goats,3,0,1,365
55814,Cows/Oxen,2,50,0,-1
55814,Goats,3,50,0,-1
55815,Cows/Oxen,2,50,0,-1
55816,Goats,1,0,1,365
55820,Cows/Oxen,1,15,0,-1
55825,Cows/Oxen,2,15,0,-1
55826,Cows/Oxen,2,20,0,-1
55832,Cows/Oxen,3,2,0,-1
55834,Goats,2,0,1,365
55836,Goats,2,0,1,365
55840,Cows/Oxen,2,5,0,-1
55841,Buffaloes,1,12,0,-1
55842,Cows/Oxen,1,20,0,-1
55842,Goats,3,0,1,365
55846,Buffaloes,1,1,0,-1
55846,Goats,1,0,1,365
55847,Cows/Oxen,1,1,0,-1
55848,Cows/Oxen,2,1,0,-1
55849,Goats,1,0,1,365
55850,Cows/Oxen,2,500,0,-1
55853,Cows/Oxen,1,2,0,-1
55853,Goats,2,0,1,365
55854,Goats,1,0,1,90
55855,Goats,2,0,1,365
55857,Goats,2,0,1,365
55858,Cows/Oxen,2,3,1,120
55859,Goats,2,0,1,90
55862,Cows/Oxen,2,5,0,-1
55862,Goats,1,0,1,120
55864,Cows/Oxen,2,20,0,-1
55864,Goats,2,20,0,-1
55867,Goats,2,0,1,365
55869,Goats,1,0,1,365
55873,Cows/Oxen,1,4,0,-1
55873,Goats,2,4,0,-1
55874,Cows/Oxen,1,5,0,-1
55875,Cows/Oxen,2,30,0,-1
55875,Buffaloes,4,30,0,-1
55875,Goats,5,30,0,-1
55879,Buffaloes,1,100,0,-1
55881,Buffaloes,1,100,0,-1
55884,Buffaloes,6,2,0,-1
55893,Buffaloes,2,8,0,-1
55895,Cows/Oxen,1,3,0,-1
55896,Buffaloes,1,3,0,-1
55897,Cows/Oxen,1,45,0,-1
55897,Buffaloes,2,45,0,-1
55898,Cows/Oxen,1,0,1,120
55900,Cows/Oxen,3,7,0,-1
55901,Goats,2,0,1,365
55902,"Poultry (chickens, ducks, pigeon)",3,0,1,365
55903,Cows/Oxen,1,4,0,-1
55903,Buffaloes,1,0,1,120
55911,Goats,1,0,1,365
55913,Buffaloes,1,5,0,-1
55916,Buffaloes,1,45,0,-1
55917,Goats,4,2,1,240
55918,Goats,4,0,1,365
55919,Cows/Oxen,2,20,1,240
55919,Buffaloes,2,20,0,-1
55930,Cows/Oxen,1,50,0,-1
55936,Cows/Oxen,2,6,0,-1
55939,Buffaloes,2,5,0,-1
55945,Cows/Oxen,1,15,0,-1
55947,Cows/Oxen,2,3,0,-1
55948,Goats,4,1,0,-1
55949,Goats,2,1,0,-1
55949,"Poultry (chickens, ducks, pigeon)",8,0,1,365
55951,"Poultry (chickens, ducks, pigeon)",1,0,1,120
55954,Goats,1,0,1,365
55955,Goats,1,0,1,120
55956,Goats,1,0,1,365
55958,Goats,1,0,1,365
55959,Cows/Oxen,2,2,1,90
55959,Goats,2,2,1,90
55960,Goats,4,0,1,365
55964,Goats,6,0,1,365
55965,Goats,3,0,1,365
55972,Cows/Oxen,2,2,0,-1
55973,Buffaloes,2,1,0,-1
55974,Buffaloes,2,1,0,-1
55976,Goats,1,0,1,365
55977,Buffaloes,1,15,0,-1
55978,Buffaloes,2,5,0,-1
55978,Goats,2,5,0,-1
55979,Goats,1,0,1,365
55980,Cows/Oxen,2,10,0,-1
55980,Goats,3,0,1,365
55981,Buffaloes,1,5,0,-1
55981,Goats,3,0,1,365
55985,Goats,4,2,0,-1
55986,Goats,2,0,1,365
55987,Goats,3,0,1,365
55988,Goats,1,0,1,365
55989,Cows/Oxen,1,0,1,365
55990,Cows/Oxen,1,5,0,-1
55991,Buffaloes,1,3,0,-1
55992,Buffaloes,5,100,0,-1
55993,Buffaloes,2,100,0,-1
55994,Cows/Oxen,5,50,0,-1
55995,Cows/Oxen,1,15,0,-1
55996,Buffaloes,5,5,0,-1
55997,Cows/Oxen,5,15,0,-1
55998,Cows/Oxen,1,10,0,-1
56000,Cows/Oxen,1,10,0,-1
56001,Buffaloes,1,10,0,-1
56002,Buffaloes,2,5,0,-1
56011,Cows/Oxen,2,2,0,-1
56012,Buffaloes,2,1,0,-1
56012,Goats,3,0,1,365
56015,Cows/Oxen,1,15,0,-1
56016,Cows/Oxen,1,35,0,-1
56016,Buffaloes,2,35,0,-1
56019,Buffaloes,2,23,0,-1
56020,Cows/Oxen,2,35,0,-1
56022,Cows/Oxen,1,7,0,-1
56022,Buffaloes,1,7,0,-1
56028,Cows/Oxen,2,15,0,-1
56028,Buffaloes,2,100,0,-1
56030,Buffaloes,2,15,0,-1
56034,Buffaloes,1,0,1,180
56035,Cows/Oxen,2,5,0,-1
56037,Buffaloes,2,6,0,-1
56045,Cows/Oxen,2,5,0,-1
56046,Goats,1,0,1,280
56047,Buffaloes,3,7,0,-1
56052,Cows/Oxen,2,5,0,-1
56055,Cows/Oxen,2,1,0,-1
56055,Buffaloes,1,1,0,-1
56055,Goats,2,0,1,365
56058,Cows/Oxen,2,1,1,180
56058,Goats,1,1,1,180
56060,Buffaloes,1,100,0,-1
56060,Goats,1,0,1,180
56061,Cows/Oxen,2,100,0,-1
56061,"Poultry (chickens, ducks, pigeon)",3,0,1,30
56062,Goats,2,0,1,365
56063,Cows/Oxen,2,100,0,-1
56063,Goats,1,100,0,-1
56064,Goats,2,0,1,365
56066,Cows/Oxen,1,3,0,-1
56066,Goats,2,0,1,365
56067,Cows/Oxen,1,2,1,180
56068,Cows/Oxen,1,2,1,180
56069,Goats,5,1,1,180
56070,Goats,1,0,1,365
56070,"Poultry (chickens, ducks, pigeon)",2,0,1,90
56071,Cows/Oxen,1,1,0,-1
56071,Goats,2,0,1,365
56072,"Poultry (chickens, ducks, pigeon)",4,0,1,365
56074,Goats,2,0,1,365
56074,"Poultry (chickens, ducks, pigeon)",2,0,1,365
56075,Buffaloes,2,2,0,-1
56076,Goats,3,0,1,365
56081,Cows/Oxen,2,2,1,120
56082,Cows/Oxen,1,0,1,90
56083,Cows/Oxen,2,4,0,-1
56084,Cows/Oxen,1,10,0,-1
56084,Goats,2,0,1,365
56085,Cows/Oxen,1,10,0,-1
56086,Cows/Oxen,2,5,0,-1
56086,Goats,1,0,1,365
56088,Cows/Oxen,2,10,0,-1
56090,Goats,1,0,1,180
56092,Goats,3,0,1,365
56095,Cows/Oxen,2,49,0,-1
56097,Cows/Oxen,1,12,0,-1
56098,Cows/Oxen,1,3,0,-1
56099,Cows/Oxen,1,100,0,-1
56101,Cows/Oxen,1,5,0,-1
56102,Cows/Oxen,1,5,1,240
56103,Cows/Oxen,2,5,0,-1
56104,Goats,2,0,1,365
56105,Cows/Oxen,1,8,0,-1
56106,Goats,4,5,0,-1
56107,Buffaloes,1,20,0,-1
56109,Goats,1,0,1,365
56110,Buffaloes,1,1,0,-1
56112,Cows/Oxen,1,8,0,-1
56112,Goats,1,0,1,365
56113,Cows/Oxen,1,10,0,-1
56114,Cows/Oxen,4,10,0,-1
56115,Cows/Oxen,1,2,0,-1
56116,Goats,4,0,1,365
56122,Goats,3,0,1,365
56123,Goats,5,0,1,365
56124,Goats,2,0,1,365
56125,Cows/Oxen,1,5,0,-1
56125,Goats,2,0,1,365
56126,Cows/Oxen,1,5,0,-1
56127,Cows/Oxen,1,5,0,-1
56128,Goats,1,0,1,365
56130,Buffaloes,1,5,0,-1
56130,Goats,2,0,1,365
56130,"Poultry (chickens, ducks, pigeon)",1,0,1,10
56131,Goats,1,1,1,50
56133,Buffaloes,1,5,0,-1
56133,Goats,1,5,0,-1
56137,Goats,1,0,1,365
56138,Goats,1,0,1,365
56144,Goats,2,1,1,365
56145,Cows/Oxen,3,2,0,-1
56146,Cows/Oxen,1,10,0,-1
56146,Goats,1,10,0,-1
56146,"Poultry (chickens, ducks, pigeon)",1,10,0,-1
56147,Buffaloes,1,35,0,-1
56147,Goats,1,35,0,-1
56148,Cows/Oxen,1,30,0,-1
56148,Goats,1,30,0,-1
56149,Cows/Oxen,1,3,0,-1
56149,Goats,2,0,1,365
56150,Goats,1,0,1,90
56152,Cows/Oxen,1,2,0,-1
56153,Cows/Oxen,1,2,1,120
56153,Goats,4,0,1,365
56154,"Poultry (chickens, ducks, pigeon)",1,0,1,35
56156,Goats,1,0,1,365
56157,Goats,2,0,1,365
56159,Cows/Oxen,2,200,0,-1
56160,Goats,1,0,1,365
56161,Cows/Oxen,1,5,0,-1
56163,Cows/Oxen,1,2,0,-1
56164,Cows/Oxen,2,2,0,-1
56164,Buffaloes,1,2,0,-1
56167,Buffaloes,2,2,0,-1
56171,Cows/Oxen,2,1,1,120
56173,Buffaloes,1,4,0,-1
56174,Cows/Oxen,1,300,0,-1
56177,Cows/Oxen,2,7,0,-1
56179,Cows/Oxen,1,6,0,-1
56180,Cows/Oxen,1,7,0,-1
56180,Goats,2,0,1,365
56181,Goats,2,0,1,280
56183,Goats,1,0,1,180
56184,Goats,1,0,1,365
56185,Cows/Oxen,1,200,0,-1
56185,"Poultry (chickens, ducks, pigeon)",1,0,1,365
56187,Goats,1,0,1,180
56188,Cows/Oxen,2,5,0,-1
56188,Goats,1,0,1,365
56189,Cows/Oxen,1,5,0,-1
56189,Goats,1,0,1,280
56190,Goats,2,0,1,280
56191,Goats,2,0,1,180
56199,Cows/Oxen,1,35,0,-1
56201,Cows/Oxen,1,10,0,-1
56203,Buffaloes,2,2,0,-1
56204,Buffaloes,2,50,0,-1
56206,Buffaloes,2,4,0,-1
56209,Cows/Oxen,1,5,0,-1
56211,Buffaloes,1,5,0,-1
56212,Cows/Oxen,2,7,0,-1
56216,Cows/Oxen,4,2,0,-1
56219,Cows/Oxen,2,4,0,-1
56220,Buffaloes,2,2,0,-1
56222,Cows/Oxen,2,8,0,-1
56222,Buffaloes,2,8,0,-1
56224,Buffaloes,3,10,0,-1
56225,Buffaloes,1,17,0,-1
56226,Goats,3,0,1,150
56227,Goats,1,0,1,180
56228,Buffaloes,2,6,0,-1
56228,Goats,2,0,1,365
56231,Cows/Oxen,1,6,0,-1
56231,Goats,2,0,1,365
56233,Buffaloes,2,6,0,-1
56234,Buffaloes,1,10,0,-1
56241,Cows/Oxen,1,15,0,-1
56243,Cows/Oxen,2,5,0,-1
56246,Cows/Oxen,2,4,0,-1
56248,Cows/Oxen,2,2,0,-1
56250,Cows/Oxen,2,8,0,-1
56251,Cows/Oxen,2,8,0,-1
56255,Cows/Oxen,1,15,0,-1
56258,Cows/Oxen,3,25,0,-1
56265,Cows/Oxen,2,22,0,-1
56266,Cows/Oxen,2,100,0,-1
56267,Cows/Oxen,2,6,1,100
56267,Buffaloes,2,6,1,100
56268,Buffaloes,2,6,0,-1
56271,Cows/Oxen,3,13,1,100
56276,Cows/Oxen,2,4,0,-1
56280,Cows/Oxen,1,5,0,-1
56282,Cows/Oxen,3,4,0,-1
56282,Goats,1,3,0,-1
56283,Buffaloes,1,3,0,-1
56286,Cows/Oxen,3,5,0,-1
56286,Goats,2,5,0,-1
56286,"Poultry (chickens, ducks, pigeon)",1,0,1,10
56287,Cows/Oxen,2,5,0,-1
56287,Buffaloes,2,5,0,-1
56288,Cows/Oxen,3,5,0,-1
56289,Cows/Oxen,2,2,1,90
56289,Goats,1,2,1,90
56292,Cows/Oxen,1,15,0,-1
56293,Cows/Oxen,1,10,0,-1
56297,Buffaloes,1,7,0,-1
56298,Cows/Oxen,2,4,0,-1
56300,Buffaloes,2,100,0,-1
56301,Cows/Oxen,2,100,0,-1
56303,Buffaloes,1,100,0,-1
56305,Cows/Oxen,4,100,0,-1
56305,Buffaloes,1,100,0,-1
56308,Cows/Oxen,1,10,0,-1
56308,Goats,2,10,0,-1
56309,Cows/Oxen,2,5,1,120
56312,Cows/Oxen,1,5,0,-1
56313,Buffaloes,2,4,0,-1
56313,Goats,2,3,0,-1
56313,"Poultry (chickens, ducks, pigeon)",1,0,1,365
56315,Goats,3,0,1,365
56316,Cows/Oxen,1,10,0,-1
56316,Buffaloes,1,10,0,-1
56317,Cows/Oxen,2,3,0,-1
56317,Goats,1,3,0,-1
56318,Buffaloes,1,8,0,-1
56318,"Poultry (chickens, ducks, pigeon)",2,0,1,365
56319,Buffaloes,1,2,0,-1
56319,Goats,3,0,1,365
56321,Goats,2,2,0,-1
56323,Goats,3,2,0,-1
56324,Buffaloes,1,3,0,-1
56324,Goats,4,3,0,-1
56326,Cows/Oxen,1,2,0,-1
56327,Buffaloes,1,2,0,-1
56329,Cows/Oxen,1,18,0,-1
56329,Goats,2,18,0,-1
56330,Buffaloes,1,18,0,-1
56332,Goats,1,0,1,365
56334,Goats,1,1,0,-1
56336,Cows/Oxen,1,11,0,-1
56339,Goats,5,5,0,-1
56340,Cows/Oxen,2,10,0,-1
56340,Goats,1,10,0,-1
56343,Cows/Oxen,1,6,0,-1
56343,Goats,2,6,0,-1
56344,Cows/Oxen,1,6,0,-1
56344,Goats,1,6,0,-1
56347,Buffaloes,1,6,0,-1
56347,Goats,4,0,1,365
56349,Goats,2,0,1,356
56350,Cows/Oxen,1,5,0,-1
56351,Cows/Oxen,1,8,0,-1
56351,Buffaloes,1,8,0,-1
56351,Goats,2,5,0,-1
56355,Cows/Oxen,1,1,0,-1
56359,Goats,3,0,1,365
56360,Goats,5,0,1,365
56363,Cows/Oxen,1,50,0,-1
56363,Buffaloes,2,50,0,-1
56365,Goats,3,0,1,365
56366,Goats,1,0,1,90
56367,Goats,3,0,1,365
56368,Goats,2,0,1,365
56369,Cows/Oxen,1,20,0,-1
56369,Goats,1,0,1,90
56370,Buffaloes,2,500,0,-1
56371,Cows/Oxen,1,15,0,-1
56371,Goats,1,0,1,30
56373,Goats,2,5,0,-1
56373,"Poultry (chickens, ducks, pigeon)",1,0,1,15
56374,Goats,2,0,1,365
56375,Goats,2,0,1,180
56376,Goats,4,0,1,365
56377,Cows/Oxen,1,5,0,-1
56379,Cows/Oxen,2,600,0,-1
56379,Goats,5,0,1,365
56382,Cows/Oxen,2,500,0,-1
56382,Goats,2,0,1,365
56383,Goats,5,0,1,365
56384,Goats,2,0,1,365
56385,Cows/Oxen,1,0,1,365
56386,Goats,3,0,1,365
56387,Cows/Oxen,2,600,0,-1
56388,Cows/Oxen,2,100,0,-1
56390,Goats,3,0,1,365
56392,Cows/Oxen,1,100,0,-1
56392,Goats,3,0,1,365
56397,Cows/Oxen,1,500,0,-1
56397,Goats,1,0,1,365
56399,Goats,2,0,1,365
56400,Goats,2,0,1,365
56404,Buffaloes,1,16,0,-1
56405,Cows/Oxen,1,5,0,-1
56407,Buffaloes,2,5,0,-1
56410,Goats,2,0,1,365
56411,Cows/Oxen,1,4,0,-1
56411,Goats,2,2,1,280
56414,Goats,1,0,1,365
56415,Buffaloes,1,8,0,-1
56417,Cows/Oxen,2,1,1,100
56417,Goats,2,1,1,100
56420,Cows/Oxen,2,50,0,-1
56420,Goats,1,50,0,-1
56422,Goats,2,0,1,365
56423,Buffaloes,1,3,0,-1
56424,Cows/Oxen,1,50,0,-1
56424,Buffaloes,2,50,0,-1
56425,Buffaloes,1,50,0,-1
56426,Goats,2,2,1,90
56427,Cows/Oxen,1,2,1,90
56429,Cows/Oxen,1,2,0,-1
56431,Buffaloes,1,2,0,-1
56432,Buffaloes,1,5,1,90
56432,Goats,2,5,1,90
56434,Goats,3,2,1,180
56435,Cows/Oxen,2,100,0,-1
56435,Buffaloes,1,100,0,-1
56435,Goats,2,100,0,-1
56438,Cows/Oxen,2,12,1,180
56439,Cows/Oxen,1,100,0,-1
56441,Cows/Oxen,1,100,0,-1
56444,Cows/Oxen,1,100,0,-1
56446,Buffaloes,1,6,0,-1
56447,Buffaloes,2,3,1,180
56447,Goats,1,3,1,180
56448,Buffaloes,2,50,0,-1
56451,Buffaloes,2,50,0,-1
56454,Buffaloes,1,2,0,-1
56454,Goats,1,2,0,-1
56455,Buffaloes,1,3,0,-1
56455,Goats,1,3,0,-1
56458,Buffaloes,2,5,0,-1
56458,Goats,2,5,0,-1
56459,Buffaloes,1,4,0,-1
56459,Goats,2,0,1,-1
56461,Buffaloes,1,4,0,-1
56461,Goats,1,4,0,-1
56462,Cows/Oxen,1,2,0,-1
56462,Buffaloes,1,2,0,-1
56463,Goats,1,0,1,365
56465,Buffaloes,2,1,0,-1
56466,Buffaloes,1,5,0,-1
56467,Buffaloes,1,5,0,-1
56468,Cows/Oxen,1,25,0,-1
56469,Cows/Oxen,1,16,0,-1
56477,Cows/Oxen,1,150,0,-1
56478,Cows/Oxen,1,2,0,-1
56483,Buffaloes,3,500,0,-1
56485,Cows/Oxen,3,15,0,-1
56488,Buffaloes,2,5,0,-1
56489,Goats,2,3,0,-1
56490,Buffaloes,1,2,0,-1
56491,Goats,2,0,1,365
56492,Goats,2,0,1,365
56492,Dogs,1,0,1,365
56493,Goats,1,2,1,365
56494,Goats,2,3,1,365
56495,Buffaloes,2,5,0,-1
56495,Goats,2,0,1,365
56499,Buffaloes,1,5,0,-1
56501,Goats,1,0,1,365
56503,Goats,1,0,1,365
56504,Buffaloes,2,6,0,-1
56505,Goats,1,3,1,365
56506,Buffaloes,1,7,0,-1
56506,Goats,1,0,1,365
56507,Goats,1,5,0,-1
56509,Buffaloes,1,2,0,-1
56511,Buffaloes,1,200,0,-1
56513,Buffaloes,1,5,0,-1
56513,Goats,2,0,1,365
56513,"Poultry (chickens, ducks, pigeon)",10,5,0,-1
56516,Buffaloes,1,2,0,-1
56517,Buffaloes,1,2,0,-1
56518,Buffaloes,1,2,0,-1
56521,Cows/Oxen,2,2,1,90
56522,Buffaloes,1,2,0,-1
56523,Buffaloes,1,50,0,-1
56524,Buffaloes,1,1,89,-1
56526,Buffaloes,1,50,0,-1
56528,Buffaloes,1,2,0,-1
56529,Buffaloes,1,2,0,-1
56530,Buffaloes,1,5,0,-1
56533,Goats,2,2,1,365
56534,Cows/Oxen,2,7,0,-1
56535,Cows/Oxen,1,5,0,-1
56535,Goats,3,2,0,-1
56536,Buffaloes,4,0,0,-1
56536,Goats,1,0,1,180
56537,Goats,1,1,0,-1
56538,Goats,1,0,1,180
56540,Cows/Oxen,2,14,0,-1
56541,Goats,3,0,1,365
56542,Cows/Oxen,2,8,0,-1
56542,Buffaloes,1,8,0,-1
56545,Buffaloes,5,4,0,-1
56546,Cows/Oxen,1,10,0,-1
56546,Buffaloes,2,10,0,-1
56548,Goats,1,0,1,30
56549,Goats,2,0,1,60
56550,Cows/Oxen,1,6,0,-1
56551,Goats,1,0,1,60
56552,Cows/Oxen,2,5,0,-1
56552,Goats,3,0,1,365
56552,"Poultry (chickens, ducks, pigeon)",3,0,1,365
56553,Buffaloes,1,5,0,-1
56560,Goats,2,0,1,365
56563,Goats,2,0,1,365
56565,Cows/Oxen,2,2,0,-1
56568,Goats,1,0,1,365
56570,Cows/Oxen,2,0,1,120
56571,Cows/Oxen,2,10,0,-1
56573,Goats,1,0,1,365
56574,Cows/Oxen,2,1,0,-1
56575,Cows/Oxen,2,7,0,-1
56576,Buffaloes,1,10,0,-1
56576,Goats,1,0,1,365
56578,Cows/Oxen,2,0,1,365
56580,Buffaloes,1,5,0,-1
56581,Cows/Oxen,2,3,0,-1
56584,Buffaloes,1,2,0,-1
56588,Buffaloes,2,3,0,-1
56589,Goats,3,0,1,365
56591,Cows/Oxen,1,0,1,365
56593,Cows/Oxen,1,5,0,-1
56594,Cows/Oxen,2,55,0,-1
56594,Goats,1,5,0,-1
56595,Cows/Oxen,1,10,0,-1
56597,Cows/Oxen,1,2,0,-1
56599,Goats,2,0,1,365
56601,Buffaloes,1,7,0,-1
56603,Goats,2,0,1,365
56604,Cows/Oxen,2,3,0,-1
56608,Cows/Oxen,2,15,0,-1
56608,Goats,4,0,1,365
56609,Cows/Oxen,1,2,0,-1
56610,Goats,1,10,0,-1
56611,Goats,3,0,1,365
56614,Cows/Oxen,2,30,1,120
56616,Cows/Oxen,2,30,0,-1
56619,Goats,2,0,1,365
56627,Goats,1,0,1,365
56632,Cows/Oxen,1,3,1,180
56635,Cows/Oxen,1,4,0,-1
56636,Cows/Oxen,2,2,0,-1
56636,Goats,1,0,1,365
56637,"Poultry (chickens, ducks, pigeon)",2,0,1,120
56638,Goats,2,0,1,365
56640,Goats,2,0,1,180
56641,Goats,1,0,1,120
56642,Cows/Oxen,2,1,0,-1
56642,Goats,1,1,0,-1
56643,Cows/Oxen,1,1,0,-1
56643,Goats,1,0,1,180
56647,Goats,1,0,1,365
56648,Goats,2,0,1,180
56649,Goats,2,0,1,120
56650,Buffaloes,1,3,0,-1
56650,Goats,1,0,1,180
56652,Goats,2,0,1,365
56652,"Poultry (chickens, ducks, pigeon)",3,0,1,365
56655,Buffaloes,1,5,0,-1
56655,Goats,5,0,1,365
56664,Buffaloes,2,10,0,-1
56667,Buffaloes,1,3,0,-1
56668,Cows/Oxen,2,3,0,-1
56672,Buffaloes,2,2,0,-1
56674,Cows/Oxen,2,1,0,-1
56675,Cows/Oxen,1,2,0,-1
56676,Goats,1,0,1,365
56677,Goats,2,0,1,365
56679,Cows/Oxen,1,3,0,-1
56681,Cows/Oxen,1,5,0,-1
56683,Cows/Oxen,4,50,0,-1
56684,Cows/Oxen,2,2,0,-1
56688,Cows/Oxen,2,7,0,-1
56690,Buffaloes,2,5,0,-1
56693,Cows/Oxen,1,50,0,-1
56693,Buffaloes,2,50,0,-1
56694,Buffaloes,1,10,0,-1
56696,Cows/Oxen,1,2,0,-1
56697,Cows/Oxen,2,20,0,-1
56697,Buffaloes,1,20,0,-1
56703,Buffaloes,2,20,0,-1
56704,Buffaloes,2,15,0,-1
56707,Cows/Oxen,2,6,0,-1
56708,Cows/Oxen,2,7,0,-1
56710,Buffaloes,2,15,0,-1
56714,Cows/Oxen,2,5,0,-1
56714,Buffaloes,2,5,0,-1
56715,Cows/Oxen,1,8,0,-1
56716,Cows/Oxen,4,3,0,-1
56719,Cows/Oxen,1,4,0,-1
56720,Cows/Oxen,1,4,0,-1
56721,Cows/Oxen,2,3,0,-1
56722,Cows/Oxen,1,2,0,-1
56727,Cows/Oxen,2,10,0,-1
56728,Cows/Oxen,2,12,0,-1
56730,Cows/Oxen,1,5,0,-1
56731,Cows/Oxen,1,15,0,-1
56731,Buffaloes,1,15,0,-1
56733,Cows/Oxen,1,8,0,-1
56735,Buffaloes,2,6,0,-1
56736,Cows/Oxen,2,6,0,-1
56741,Buffaloes,2,10,0,-1
56742,Cows/Oxen,2,15,0,-1
56743,Cows/Oxen,1,15,0,-1
56744,Buffaloes,2,18,0,-1
56745,Cows/Oxen,2,18,0,-1
56751,Cows/Oxen,1,70,0,-1
56752,Cows/Oxen,2,5,0,120
56752,Buffaloes,1,5,0,120
56753,Cows/Oxen,1,5,0,-1
56758,Cows/Oxen,3,25,0,-1
56762,Buffaloes,2,0,1,365
56762,Goats,3,0,1,365
56764,Cows/Oxen,2,35,0,-1
56766,Cows/Oxen,2,8,0,-1
56770,Cows/Oxen,2,8,0,-1
56772,Cows/Oxen,2,7,0,-1
56774,Goats,2,0,1,365
56775,Buffaloes,2,10,0,-1
56775,Goats,2,0,1,90
56777,Buffaloes,1,10,0,-1
56781,Goats,1,0,1,365
56784,Goats,1,1,0,-1
56788,Cows/Oxen,1,1,0,-1
56790,Buffaloes,1,7,0,-1
56793,Cows/Oxen,1,5,0,-1
56797,Buffaloes,1,5,0,-1
56798,Cows/Oxen,1,16,0,-1
56799,Cows/Oxen,3,6,1,120
56805,Cows/Oxen,2,12,1,150
56805,Goats,1,0,1,365
56808,Buffaloes,2,75,0,-1
56810,Cows/Oxen,2,75,0,-1
56812,Buffaloes,2,75,0,-1
56815,Cows/Oxen,2,20,0,-1
56816,Cows/Oxen,1,70,0,-1
56816,Buffaloes,1,70,0,-1
56816,Goats,6,70,0,-1
56817,Buffaloes,1,50,0,-1
56818,Cows/Oxen,1,2,1,120
56819,Cows/Oxen,3,8,0,-1
56824,Cows/Oxen,2,8,0,-1
56826,Cows/Oxen,2,4,0,-1
56826,Buffaloes,2,4,0,-1
56831,Cows/Oxen,2,100,0,-1
56835,Cows/Oxen,2,5,0,-1
56840,Cows/Oxen,2,5,0,-1
56840,Goats,2,5,0,-1
56842,Goats,2,0,1,365
56843,Goats,2,0,1,365
56843,Pigs,4,2,0,-1
56845,Buffaloes,2,5,0,-1
56845,Goats,1,0,1,60
56847,Cows/Oxen,2,6,0,-1
56848,Goats,1,0,1,365
56853,Cows/Oxen,2,5,0,-1
56854,Cows/Oxen,2,29,0,-1
56856,Cows/Oxen,2,25,0,-1
56858,Cows/Oxen,1,5,0,-1
56858,Goats,2,3,1,90
56859,Goats,1,0,1,365
56860,Goats,1,0,1,5
56861,Goats,1,0,1,60
56864,Cows/Oxen,1,150,0,-1
56864,Goats,1,150,0,-1
56870,Cows/Oxen,1,8,1,90
56870,Goats,1,1,1,120
56871,Buffaloes,1,10,0,-1
56871,Goats,3,1,0,-1
56872,Cows/Oxen,2,3,0,-1
56873,Cows/Oxen,3,5,0,-1
56873,Goats,2,3,0,-1
56874,Cows/Oxen,3,8,0,-1
56874,Goats,2,8,0,-1
56877,Cows/Oxen,2,25,1,60
56877,Goats,1,0,1,365
56880,Goats,1,0,1,160
56881,Goats,3,0,1,365
56884,Goats,1,2,0,-1
56885,Cows/Oxen,2,13,0,-1
56885,"Poultry (chickens, ducks, pigeon)",4,0,1,365
56887,Goats,4,0,1,365
56891,Cows/Oxen,3,30,0,-1
56894,Goats,1,0,1,180
56895,Goats,1,0,1,30
56896,Cows/Oxen,1,7,1,80
56896,Goats,1,0,1,365
56899,Goats,2,0,1,365
56900,Cows/Oxen,1,1,0,-1
56900,Goats,2,0,1,365
56901,Cows/Oxen,1,15,0,-1
56901,Buffaloes,4,15,0,-1
56901,Goats,3,0,1,365
56902,Cows/Oxen,3,10,0,-1
56903,Buffaloes,1,50,0,-1
56909,Buffaloes,2,50,0,-1
56909,Goats,2,2,1,365
56910,Goats,2,0,1,365
56911,Cows/Oxen,3,2,1,120
56912,Cows/Oxen,2,120,0,-1
56912,Buffaloes,2,120,0,-1
56913,Cows/Oxen,1,7,0,-1
56913,Buffaloes,1,8,0,-1
56913,Goats,2,8,0,-1
56914,Cows/Oxen,2,2,0,-1
56915,Cows/Oxen,2,3,0,-1
56915,Goats,1,0,1,365
56916,Cows/Oxen,2,4,0,-1
56916,Goats,1,0,1,180
56921,Cows/Oxen,1,10,0,-1
56927,Buffaloes,1,10,0,-1
56927,Goats,2,0,1,365
56928,Buffaloes,1,25,0,-1
56929,Buffaloes,2,5,0,-1
56930,Goats,1,0,1,180
56932,Cows/Oxen,2,1,0,-1
56932,Goats,1,0,1,365
56932,"Poultry (chickens, ducks, pigeon)",1,0,1,365
56933,Cows/Oxen,1,10,0,-1
56934,Cows/Oxen,1,1,0,-1
56934,Goats,1,0,1,365
56936,Cows/Oxen,1,0,1,100
56940,Goats,3,0,1,365
56942,Goats,4,0,1,365
56943,Cows/Oxen,1,2,0,-1
56943,Goats,4,2,0,-1
56945,Cows/Oxen,1,6,1,160
56945,Goats,3,6,1,240
56946,Goats,2,0,1,365
56947,Cows/Oxen,1,5,1,365
56948,Cows/Oxen,2,2,1,365
56948,Goats,1,2,1,365
56948,"Poultry (chickens, ducks, pigeon)",2,2,1,365
56950,Goats,3,0,1,365
56950,"Poultry (chickens, ducks, pigeon)",2,0,1,365
56952,Goats,6,3,0,-1
56953,Goats,3,0,1,365
56954,Goats,2,0,1,365
56959,Cows/Oxen,1,1,0,-1
56959,Goats,1,0,1,180
56960,Cows/Oxen,2,5,0,-1
56960,Goats,3,0,1,365
56961,Cows/Oxen,4,10,0,-1
56961,Goats,2,0,1,365
56963,Cows/Oxen,2,3,1,100
56964,Cows/Oxen,2,25,0,-1
56964,Goats,3,25,0,-1
56965,Cows/Oxen,2,3,0,-1
56965,Goats,1,0,1,365
