FSN,Animal_Name,Animal_Count,Animal_Distance,Keep_Inside_House,Days_Inside_House
48322,"Poultry (chickens, ducks, pigeon)",2,0,1,180
48323,Goats,1,4,0,-1
48324,Goats,2,4,0,-1
48326,Buffaloes,1,3,0,-1
48326,Goats,1,0,1,365
48327,Buffaloes,1,8,0,-1
48328,Cows/Oxen,2,8,0,-1
48329,Cows/Oxen,2,8,0,-1
48331,Cows/Oxen,1,6,1,90
48332,Goats,2,0,1,365
48333,Goats,2,0,1,365
48334,Goats,4,4,0,-1
48335,Goats,1,0,1,180
48338,Buffaloes,2,2,1,150
48339,Goats,1,2,1,200
48340,Goats,2,1,1,230
48341,Goats,2,1,1,250
48342,Cows/Oxen,1,1,0,-1
48343,Cows/Oxen,1,3,1,180
48344,Goats,1,2,0,-1
48345,Goats,3,3,0,-1
48346,Cows/Oxen,1,4,0,-1
48346,Goats,2,0,1,365
48347,Goats,1,0,1,250
48348,Goats,4,0,1,365
48349,Goats,1,0,1,365
48353,Cows/Oxen,1,2,1,180
48355,Cows/Oxen,1,3,1,180
48355,Goats,1,0,1,365
48356,Buffaloes,1,5,1,120
48356,Goats,1,0,1,365
48360,Goats,2,2,1,180
48362,Goats,2,0,1,365
48363,Goats,1,5,1,180
48365,Goats,1,0,1,180
48367,Buffaloes,1,25,0,-1
48367,Goats,1,6,1,90
48368,Buffaloes,1,3,0,-1
48370,Buffaloes,1,2,0,-1
48371,Cows/Oxen,1,3,0,-1
48372,Buffaloes,1,3,0,-1
48374,Cows/Oxen,1,5,1,180
48374,Goats,1,0,1,365
48378,Goats,1,2,1,150
48382,Goats,1,0,1,365
48384,Goats,6,0,1,365
48386,Buffaloes,1,7,1,300
48386,Goats,1,7,1,180
48387,Cows/Oxen,2,75,0,-1
48387,Goats,4,75,0,-1
48389,Buffaloes,2,12,0,-1
48391,Cows/Oxen,2,12,0,-1
48391,Goats,1,0,1,365
48392,Cows/Oxen,2,5,0,-1
48392,Buffaloes,1,5,0,-1
48394,Cows/Oxen,2,200,1,120
48394,Buffaloes,3,200,1,120
48394,Goats,1,200,1,240
48395,Buffaloes,1,100,1,365
48396,Buffaloes,2,1,0,-1
48397,Cows/Oxen,2,5,0,-1
48397,Goats,2,0,1,180
48398,Cows/Oxen,2,7,0,-1
48398,Buffaloes,3,2,0,-1
48398,Goats,2,0,1,365
48399,Cows/Oxen,2,5,0,-1
48402,Buffaloes,1,8,0,-1
48404,Cows/Oxen,2,7,0,-1
48407,Buffaloes,1,10,0,-1
48408,Buffaloes,2,2,0,-1
48409,Cows/Oxen,2,10,0,-1
48416,Cows/Oxen,2,3,0,-1
48419,Buffaloes,2,15,0,-1
48420,Buffaloes,1,5,0,-1
48421,Cows/Oxen,1,7,0,-1
48421,Goats,1,0,1,365
48422,Cows/Oxen,1,10,0,-1
48422,Goats,1,0,1,365
48423,Cows/Oxen,1,12,0,-1
48423,Buffaloes,2,12,0,-1
48426,Goats,2,0,1,365
48428,Cows/Oxen,1,100,0,-1
48428,Goats,1,100,0,-1
48429,Cows/Oxen,1,3,0,-1
48429,Goats,4,0,1,365
48430,Cows/Oxen,2,12,0,-1
48430,Goats,1,1,1,60
48431,Cows/Oxen,2,5,0,-1
48433,Buffaloes,1,75,0,-1
48434,Cows/Oxen,2,75,0,-1
48435,Cows/Oxen,2,30,0,-1
48436,Cows/Oxen,3,3,0,-1
48438,Cows/Oxen,2,2,0,-1
48440,Cows/Oxen,2,0,1,365
48442,Cows/Oxen,1,2,0,-1
48445,Buffaloes,2,0,1,365
48446,Cows/Oxen,2,0,1,365
48447,Goats,3,0,1,365
48448,Cows/Oxen,4,0,1,365
48449,Goats,1,0,1,365
48450,Buffaloes,2,0,1,365
48451,Goats,1,0,1,365
48452,Buffaloes,1,5,0,-1
48453,Cows/Oxen,2,0,1,365
48457,Cows/Oxen,2,0,1,120
48458,Goats,1,0,1,365
48459,Cows/Oxen,2,8,0,-1
48460,Cows/Oxen,2,7,0,-1
48466,Cows/Oxen,2,1,1,180
48467,Buffaloes,2,1,1,120
48468,Buffaloes,1,0,1,120
48470,Cows/Oxen,2,0,1,180
48471,Cows/Oxen,1,5,1,120
48471,Dogs,2,5,0,-1
48475,Cows/Oxen,2,3,1,120
48476,Cows/Oxen,1,3,0,-1
48479,Buffaloes,1,3,0,-1
48480,Cows/Oxen,1,3,0,-1
48481,Cows/Oxen,2,3,0,-1
48483,Cows/Oxen,1,3,0,-1
48484,Cows/Oxen,1,3,1,180
48484,Buffaloes,1,3,1,180
48485,Cows/Oxen,1,5,0,-1
48488,Cows/Oxen,1,3,0,-1
48490,Buffaloes,1,4,0,-1
48491,Goats,2,0,1,365
48492,Cows/Oxen,1,2,0,-1
48495,Buffaloes,1,5,0,-1
48496,Cows/Oxen,1,6,0,-1
48498,Cows/Oxen,2,8,0,-1
48501,Cows/Oxen,1,6,1,90
48502,Buffaloes,1,5,1,90
48503,Buffaloes,1,6,1,90
48504,Cows/Oxen,1,5,1,90
48505,Buffaloes,1,4,0,-1
48506,Cows/Oxen,1,6,0,-1
48507,Cows/Oxen,1,8,0,-1
48509,Cows/Oxen,1,10,0,-1
48510,Cows/Oxen,1,8,0,-1
48512,Cows/Oxen,1,40,0,-1
48513,Buffaloes,1,40,0,-1
48515,Cows/Oxen,1,2,0,-1
48517,Cows/Oxen,1,12,0,-1
48518,Cows/Oxen,2,5,0,-1
48519,Cows/Oxen,1,5,0,-1
48520,Cows/Oxen,1,6,0,-1
48521,Cows/Oxen,1,3,0,-1
48526,Goats,4,20,0,-1
48527,Goats,2,4,0,-1
48528,Cows/Oxen,2,500,0,-1
48529,Goats,2,0,1,365
48536,Cows/Oxen,1,3,0,-1
48536,Goats,2,0,1,365
48538,Goats,3,0,1,365
48540,Goats,1,4,1,180
48542,Cows/Oxen,2,4,0,-1
48542,Goats,4,4,0,-1
48544,Buffaloes,1,5,0,-1
48547,Goats,2,0,1,365
48549,Cows/Oxen,2,6,0,-1
48550,Cows/Oxen,2,6,0,-1
48550,Goats,1,0,1,365
48551,Cows/Oxen,3,3,0,-1
48551,Goats,1,0,1,365
48552,Cows/Oxen,1,4,0,-1
48555,Cows/Oxen,2,2,1,120
48555,Goats,1,0,1,365
48557,Cows/Oxen,1,3,1,180
48559,Cows/Oxen,1,10,1,180
48560,Cows/Oxen,1,10,0,-1
48561,Cows/Oxen,2,3,1,180
48563,Cows/Oxen,1,7,0,-1
48563,Goats,1,1,0,-1
48564,Cows/Oxen,2,3,0,-1
48567,Cows/Oxen,2,2,0,-1
48567,Buffaloes,1,2,0,-1
48568,Cows/Oxen,2,2,1,180
48568,Buffaloes,1,2,1,180
48571,Cows/Oxen,1,1,1,180
48572,Cows/Oxen,1,5,0,-1
48572,Buffaloes,1,5,0,-1
48573,Goats,1,5,1,180
48575,Cows/Oxen,1,0,1,180
48575,Goats,2,0,1,180
48576,Cows/Oxen,2,5,0,-1
48576,Goats,6,5,1,200
48579,Cows/Oxen,1,3,0,-1
48579,Goats,1,3,1,60
48580,Cows/Oxen,2,2,0,-1
48580,Goats,1,0,1,365
48582,Cows/Oxen,1,3,0,-1
48582,Goats,3,1,1,365
48583,Cows/Oxen,1,4,0,-1
48585,Cows/Oxen,2,5,0,-1
48586,Cows/Oxen,2,5,0,-1
48589,Goats,1,5,0,-1
48590,Buffaloes,2,2,0,-1
48590,Goats,4,2,0,-1
48592,Cows/Oxen,1,10,0,-1
48592,Goats,1,5,0,-1
48593,Cows/Oxen,1,5,0,-1
48593,Goats,1,0,1,365
48594,Buffaloes,2,30,0,-1
48595,Buffaloes,2,5,0,-1
48595,Goats,1,0,1,365
48596,Goats,2,2,1,150
48601,Cows/Oxen,5,40,0,-1
48601,Goats,4,40,0,-1
48603,Cows/Oxen,2,150,0,-1
48603,Buffaloes,2,150,0,-1
48603,Goats,4,150,0,-1
48604,Goats,1,45,0,-1
48605,Cows/Oxen,2,5,0,-1
48607,Cows/Oxen,1,10,0,-1
48608,Buffaloes,1,10,0,-1
48608,Goats,2,0,1,365
48609,Buffaloes,1,5,0,-1
48609,Goats,4,1,1,200
48610,Buffaloes,2,250,0,-1
48614,Buffaloes,2,5,0,-1
48615,Buffaloes,1,150,0,-1
48616,Buffaloes,2,8,0,-1
48617,Buffaloes,1,10,0,-1
48621,Buffaloes,2,3,1,300
48622,Buffaloes,2,2,0,-1
48623,Cows/Oxen,2,3,1,120
48624,Cows/Oxen,2,0,1,120
48626,Goats,2,0,1,365
48627,Cows/Oxen,1,11,1,120
48627,Goats,5,0,1,360
48628,Cows/Oxen,1,10,1,120
48633,Goats,1,0,1,365
48635,Cows/Oxen,1,0,1,365
48635,"Poultry (chickens, ducks, pigeon)",1,0,1,365
48636,Buffaloes,1,45,0,-1
48636,Goats,5,45,0,-1
48638,Cows/Oxen,2,2,0,-1
48640,Buffaloes,1,5,0,-1
48641,Buffaloes,1,5,0,-1
48642,Cows/Oxen,1,3,0,-1
48644,Buffaloes,2,3,0,-1
48645,Cows/Oxen,1,2,0,-1
48651,Buffaloes,1,4,0,-1
48653,Goats,1,0,1,365
48654,Cows/Oxen,2,3,0,-1
48655,Cows/Oxen,2,3,0,-1
48656,Cows/Oxen,1,0,1,365
48657,Buffaloes,1,10,0,-1
48658,Buffaloes,1,8,0,-1
48658,Goats,3,0,1,60
48659,Cows/Oxen,1,0,1,90
48660,Cows/Oxen,2,5,0,-1
48661,Goats,1,0,1,365
48667,Goats,1,0,1,365
48671,Cows/Oxen,1,0,1,120
48673,Cows/Oxen,1,20,0,-1
48674,Cows/Oxen,1,15,0,-1
48675,Goats,2,0,1,365
48676,Goats,1,2,0,-1
48677,Goats,1,0,1,365
48679,Cows/Oxen,1,5,0,-1
48684,Cows/Oxen,1,5,0,-1
48685,Cows/Oxen,2,3,0,-1
48686,Cows/Oxen,1,1,0,-1
48686,Buffaloes,2,1,0,-1
48686,Goats,1,1,0,-1
48687,Cows/Oxen,1,3,0,-1
48687,Goats,2,0,1,365
48688,Cows/Oxen,2,3,0,-1
48690,Cows/Oxen,1,2,0,-1
48690,Goats,1,2,0,-1
48691,Cows/Oxen,1,1,0,-1
48692,Goats,2,0,1,365
48693,Cows/Oxen,1,5,0,-1
48694,Goats,2,0,1,365
48696,Cows/Oxen,1,1,0,-1
48697,Goats,1,0,1,365
48701,Goats,1,0,1,365
48704,Buffaloes,1,2,0,-1
48705,Cows/Oxen,1,2,0,-1
48707,Cows/Oxen,2,0,1,365
48707,Goats,3,0,1,365
48709,Goats,1,0,1,365
48712,Cows/Oxen,3,2,0,-1
48712,Goats,2,2,0,-1
48713,Cows/Oxen,3,0,1,180
48713,Goats,1,0,1,365
48714,Cows/Oxen,2,2,0,-1
48716,Cows/Oxen,2,0,1,365
48716,Goats,1,0,1,240
48717,Cows/Oxen,2,150,1,365
48719,Cows/Oxen,2,6,0,365
48720,Cows/Oxen,2,5,0,-1
48721,Cows/Oxen,2,6,0,-1
48722,Cows/Oxen,2,7,0,-1
48723,Cows/Oxen,3,2,0,-1
48723,Goats,6,0,1,365
48724,Cows/Oxen,2,0,1,365
48726,Cows/Oxen,2,8,0,-1
48726,Goats,1,0,1,365
48727,Goats,1,0,1,365
48729,Cows/Oxen,2,3,0,-1
48730,Cows/Oxen,2,2,0,-1
48730,Goats,2,0,1,365
48731,Cows/Oxen,1,2,1,200
48733,Cows/Oxen,2,1,0,-1
48733,Goats,4,0,1,365
48734,Cows/Oxen,1,5,0,-1
48735,Goats,1,0,1,365
48736,Goats,3,0,1,365
48738,Goats,2,0,1,365
48739,Cows/Oxen,3,0,1,365
48741,Cows/Oxen,3,60,0,-1
48741,Goats,1,0,1,365
48742,Goats,4,0,1,365
48743,Goats,3,0,1,365
48744,Goats,2,0,1,365
48745,Buffaloes,1,15,0,-1
48745,Goats,4,0,1,365
48746,Goats,1,0,1,30
48747,Goats,3,0,1,365
48749,Cows/Oxen,2,40,0,-1
48749,Goats,1,0,1,365
48752,Goats,4,6,0,-1
48753,Goats,2,0,1,365
48755,Goats,1,0,1,60
48756,Buffaloes,1,10,0,-1
48756,Goats,2,10,0,-1
48757,Cows/Oxen,1,200,0,-1
48758,Goats,3,0,1,365
48759,Cows/Oxen,1,210,0,-1
48759,Buffaloes,3,210,0,-1
48760,Goats,2,15,0,-1
48764,Cows/Oxen,2,10,0,-1
48764,Goats,3,10,0,-1
48765,Cows/Oxen,2,40,0,-1
48765,Buffaloes,2,40,0,-1
48767,Cows/Oxen,1,15,0,-1
48773,Cows/Oxen,1,0,1,180
48773,Goats,1,0,1,365
48776,Goats,1,0,1,365
48778,Cows/Oxen,2,30,0,-1
48779,Cows/Oxen,2,8,0,-1
48780,Cows/Oxen,2,5,0,-1
48781,Cows/Oxen,1,1,0,-1
48782,Cows/Oxen,2,250,0,-1
48783,Cows/Oxen,2,250,0,-1
48785,Cows/Oxen,1,15,0,-1
48786,Cows/Oxen,1,15,0,-1
48787,Cows/Oxen,1,2,1,180
48789,Cows/Oxen,2,3,0,-1
48790,Cows/Oxen,1,100,0,-1
48791,Cows/Oxen,1,5,1,90
48792,Cows/Oxen,4,5,0,-1
48796,Goats,1,0,1,365
48797,Cows/Oxen,1,5,0,-1
48800,Cows/Oxen,2,5,0,-1
48801,Buffaloes,2,0,1,120
48801,Goats,2,0,1,180
48802,Cows/Oxen,2,15,0,-1
48804,Buffaloes,2,0,1,180
48805,Cows/Oxen,1,3,1,180
48806,Cows/Oxen,1,5,1,180
48808,Cows/Oxen,1,2,1,180
48808,Goats,1,0,1,365
48809,Cows/Oxen,1,10,0,-1
48811,Buffaloes,2,0,1,120
48811,Goats,3,0,1,365
48812,Cows/Oxen,2,2,1,180
48813,Goats,1,0,1,365
48815,Goats,1,0,1,365
48816,Cows/Oxen,1,3,0,-1
48820,Goats,1,5,1,120
48821,Cows/Oxen,1,3,0,-1
48823,Cows/Oxen,1,8,0,-1
48823,Goats,4,0,1,365
48824,Cows/Oxen,1,9,0,-1
48827,Goats,1,0,1,365
48829,Cows/Oxen,1,5,0,-1
48829,Goats,2,0,1,365
48837,Cows/Oxen,1,0,1,180
48838,Cows/Oxen,2,0,1,60
48840,Cows/Oxen,1,0,1,90
48842,Cows/Oxen,2,10,0,-1
48843,Buffaloes,2,0,1,60
48844,Cows/Oxen,1,0,1,90
48845,Goats,1,0,1,365
48846,Cows/Oxen,2,6,0,-1
48847,Cows/Oxen,1,15,0,-1
48847,Goats,3,0,1,365
48849,Goats,2,0,1,350
48851,Cows/Oxen,1,5,0,-1
48851,Buffaloes,1,5,0,-1
48852,Goats,1,0,1,365
48855,Goats,1,0,1,365
48856,Goats,3,0,1,365
48857,Goats,1,0,1,365
48858,Goats,1,0,1,365
48859,Goats,2,0,1,365
48860,Goats,1,0,1,365
48861,Cows/Oxen,2,5,0,-1
48861,Buffaloes,2,5,0,-1
48862,Cows/Oxen,1,5,0,-1
48862,Goats,4,0,1,365
48863,Buffaloes,1,2,0,-1
48863,Goats,1,0,1,365
48864,Cows/Oxen,2,10,0,-1
48864,Goats,1,10,0,-1
48865,Buffaloes,2,10,0,-1
48865,Goats,1,10,0,-1
48866,Cows/Oxen,4,15,0,-1
48867,Cows/Oxen,3,10,0,-1
48869,Cows/Oxen,2,5,0,-1
48873,Cows/Oxen,1,1,0,-1
48873,Goats,3,0,1,365
48874,Cows/Oxen,1,4,0,-1
48874,Goats,4,0,1,365
48875,Goats,1,0,1,365
48883,Goats,1,0,1,150
48885,Cows/Oxen,2,5,0,-1
48886,Goats,2,0,1,180
48887,Goats,1,0,1,60
48888,Cows/Oxen,2,75,0,-1
48890,Goats,1,0,1,120
48891,Goats,1,0,1,90
48896,Goats,1,0,1,365
48897,Goats,1,0,1,365
48898,Cows/Oxen,1,2,0,-1
48899,Goats,2,0,1,365
48900,Buffaloes,2,6,0,-1
48902,Buffaloes,1,5,0,-1
48906,Cows/Oxen,2,5,0,-1
48910,Buffaloes,2,15,0,-1
48911,Goats,1,0,1,365
48912,Buffaloes,2,5,0,-1
48912,Goats,3,0,1,365
48913,Goats,2,0,1,365
48916,Goats,4,0,1,365
48917,Cows/Oxen,2,30,0,-1
48917,Goats,1,0,1,365
48923,Goats,2,0,1,365
48924,Buffaloes,1,10,0,-1
48924,Goats,2,10,0,-1
48926,Cows/Oxen,2,30,0,-1
48926,Buffaloes,1,30,0,-1
48927,Cows/Oxen,2,5,0,-1
48928,Buffaloes,2,5,0,-1
48929,Cows/Oxen,2,10,0,-1
48929,Goats,3,10,0,-1
48930,Cows/Oxen,3,10,0,-1
48930,Buffaloes,1,10,0,-1
48930,Goats,2,10,0,-1
48931,Cows/Oxen,1,10,0,-1
48931,Goats,1,10,0,-1
48934,Cows/Oxen,1,0,1,365
48941,Cows/Oxen,1,3,0,-1
48946,Cows/Oxen,3,10,0,-1
48946,Goats,1,10,0,-1
48950,Cows/Oxen,3,1,0,-1
48951,Cows/Oxen,2,5,0,-1
48951,Goats,2,0,1,365
48952,Cows/Oxen,1,2,0,-1
48953,Buffaloes,1,0,1,120
48953,Goats,3,0,1,120
48959,Goats,1,0,1,180
48960,Goats,1,0,1,180
48962,Buffaloes,2,5,0,-1
48967,Cows/Oxen,1,4,1,180
48968,Cows/Oxen,2,10,0,-1
48971,Cows/Oxen,2,3,0,-1
48975,Cows/Oxen,2,3,0,-1
48977,Cows/Oxen,2,4,0,-1
48979,Cows/Oxen,1,4,0,-1
48979,Buffaloes,1,4,0,-1
48980,Cows/Oxen,1,6,0,-1
48982,Cows/Oxen,2,30,0,-1
48982,Buffaloes,2,30,0,-1
48984,Buffaloes,1,4,0,-1
48985,Cows/Oxen,3,4,0,-1
48986,Cows/Oxen,2,6,0,-1
48987,Goats,10,0,1,365
48988,Goats,1,0,1,365
48989,Goats,3,0,1,365
48993,Goats,1,0,1,365
48994,Cows/Oxen,1,8,0,-1
48998,Cows/Oxen,2,10,0,-1
48999,Cows/Oxen,1,0,1,90
49003,Goats,1,0,1,365
49005,Goats,1,0,1,365
49006,Goats,4,0,1,365
49007,Goats,5,0,1,365
49008,Buffaloes,1,15,0,-1
49009,Cows/Oxen,2,10,0,-1
49010,Cows/Oxen,1,15,0,-1
49010,Buffaloes,3,15,0,-1
49011,Cows/Oxen,2,5,0,-1
49012,Cows/Oxen,2,5,0,-1
49014,Goats,8,0,1,365
49015,Goats,2,0,1,365
49017,Goats,1,0,1,365
49023,Goats,2,0,1,365
49026,Goats,4,0,1,365
49027,Goats,1,0,1,365
49029,Cows/Oxen,1,5,0,-1
49029,Goats,1,0,1,365
49030,Goats,2,0,1,365
49032,Goats,3,2,0,-1
49034,Cows/Oxen,6,7,0,-1
49034,Buffaloes,1,7,0,-1
49036,Cows/Oxen,2,50,0,-1
49038,Buffaloes,1,5,0,-1
49041,Buffaloes,1,3,0,-1
49043,Buffaloes,1,4,0,-1
49051,Goats,2,4,0,-1
49052,Buffaloes,2,2,0,-1
49053,Goats,3,5,0,-1
49054,Cows/Oxen,1,3,0,-1
49055,Goats,2,0,1,365
49059,Cows/Oxen,1,3,0,-1
49059,Goats,1,3,0,-1
49060,Goats,6,0,1,365
49062,Goats,1,0,1,365
49063,Goats,2,0,1,365
49065,Goats,2,0,1,365
49066,Goats,2,0,1,365
49068,Cows/Oxen,1,2,0,-1
49068,Goats,2,0,1,365
49073,Cows/Oxen,2,50,0,-1
49078,Goats,1,0,1,365
49081,Buffaloes,1,4,0,-1
49081,Goats,1,4,0,-1
49082,Cows/Oxen,1,10,0,-1
49083,Goats,1,0,1,365
49085,Goats,1,0,1,365
49087,Goats,1,0,1,365
49088,Cows/Oxen,1,0,1,90
49090,Goats,1,0,1,365
49093,Cows/Oxen,1,0,1,60
49094,Cows/Oxen,1,1,1,180
49095,Cows/Oxen,2,1,1,180
49095,Goats,1,0,1,365
49096,Cows/Oxen,1,1,1,180
49098,Goats,1,0,1,365
49099,Goats,1,0,1,80
49102,Cows/Oxen,3,7,1,120
49103,Buffaloes,2,10,0,-1
49104,Cows/Oxen,2,5,0,-1
49105,Goats,4,0,1,365
49107,Buffaloes,1,10,1,120
49108,Cows/Oxen,1,5,1,120
49108,Goats,2,0,1,365
49109,Goats,1,0,1,30
49110,Cows/Oxen,1,4,0,-1
49110,Goats,1,4,0,-1
49111,Goats,1,0,1,120
49112,Goats,2,0,1,365
49114,Goats,3,0,1,365
49115,Cows/Oxen,2,5,0,-1
49121,Cows/Oxen,2,150,0,-1
49124,Cows/Oxen,1,7,0,-1
49125,Cows/Oxen,2,5,0,-1
49125,Goats,3,5,0,-1
49126,Buffaloes,2,20,0,-1
49126,Goats,1,5,0,-1
49128,Cows/Oxen,2,8,0,-1
49128,Goats,4,0,1,365
49129,Cows/Oxen,2,6,0,-1
49129,Goats,1,0,1,180
49130,Cows/Oxen,1,3,0,-1
49133,Cows/Oxen,1,1,0,-1
49136,Cows/Oxen,1,5,0,-1
49137,Cows/Oxen,1,2,0,-1
49138,Cows/Oxen,1,5,0,-1
49139,Cows/Oxen,1,5,0,-1
49142,Cows/Oxen,1,0,1,180
49143,Cows/Oxen,2,2,1,180
49144,Cows/Oxen,2,20,0,-1
49147,Cows/Oxen,2,2,1,180
49148,Cows/Oxen,4,5,0,-1
49149,Goats,2,0,1,180
49151,Cows/Oxen,2,5,0,-1
49152,Cows/Oxen,3,6,0,-1
49153,Cows/Oxen,3,5,1,180
49158,Cows/Oxen,1,5,0,-1
49161,Buffaloes,2,5,0,-1
49161,Goats,4,0,1,365
49163,Cows/Oxen,1,3,0,-1
49164,Buffaloes,1,5,0,-1
49165,Goats,3,0,1,365
49166,Buffaloes,2,4,0,-1
49167,Cows/Oxen,2,3,0,-1
49168,Cows/Oxen,1,4,0,-1
49169,Cows/Oxen,2,7,0,-1
49171,Cows/Oxen,2,6,0,-1
49174,Cows/Oxen,1,8,0,-1
49177,Cows/Oxen,1,19,0,-1
49183,Goats,2,3,0,-1
49185,Cows/Oxen,1,20,0,-1
49186,Cows/Oxen,1,3,0,-1
49187,Buffaloes,1,120,0,-1
49188,Cows/Oxen,1,95,0,-1
49190,Cows/Oxen,1,150,0,-1
49192,Goats,1,15,0,-1
49193,Goats,2,0,1,365
49194,Goats,2,0,1,365
49195,Cows/Oxen,2,15,0,-1
49197,Cows/Oxen,2,15,0,-1
49197,Buffaloes,2,15,0,-1
49198,Cows/Oxen,1,2,0,-1
49199,Goats,3,0,1,365
49200,Buffaloes,1,10,0,-1
49202,Buffaloes,2,2,0,-1
49203,Goats,1,0,1,365
49204,Buffaloes,1,2,0,-1
49205,Cows/Oxen,2,3,0,-1
49205,Goats,2,3,0,-1
49206,Buffaloes,1,10,0,-1
49206,Goats,2,10,0,-1
49207,Buffaloes,1,2,0,-1
49207,Goats,6,2,0,-1
49209,Cows/Oxen,2,3,0,-1
49211,Cows/Oxen,1,3,0,-1
49211,Buffaloes,1,3,0,-1
49213,Buffaloes,2,3,0,-1
49214,Buffaloes,2,3,0,-1
49216,Cows/Oxen,1,3,0,-1
49217,Cows/Oxen,2,2,0,-1
49218,Cows/Oxen,3,3,0,-1
49219,Cows/Oxen,1,2,0,-1
49220,Cows/Oxen,1,2,0,-1
49226,Cows/Oxen,3,5,0,-1
49228,Cows/Oxen,2,100,0,-1
49228,Buffaloes,1,100,0,-1
49229,Buffaloes,2,10,0,-1
49231,Cows/Oxen,4,8,0,-1
49231,Buffaloes,1,8,0,-1
49234,Cows/Oxen,4,20,0,-1
49238,Cows/Oxen,1,2,0,-1
49239,Cows/Oxen,1,5,0,-1
49240,Goats,3,0,1,365
49241,Cows/Oxen,2,5,0,-1
49242,Cows/Oxen,2,100,0,-1
49242,Goats,1,0,1,365
49243,Cows/Oxen,2,3,0,-1
49244,Buffaloes,2,5,0,-1
49246,Cows/Oxen,2,5,0,-1
49247,Cows/Oxen,2,5,1,150
49249,Cows/Oxen,2,25,0,-1
49249,Goats,1,0,1,365
49251,Buffaloes,1,2,0,-1
49251,Goats,2,0,1,365
49254,Cows/Oxen,2,30,0,-1
49255,Cows/Oxen,2,3,0,-1
49255,Buffaloes,2,3,0,-1
49257,Cows/Oxen,2,1,0,-1
49258,Buffaloes,1,8,0,-1
49258,Goats,2,8,0,-1
49262,Cows/Oxen,2,1,0,-1
49262,Goats,1,1,0,-1
49263,Goats,1,0,1,120
49264,Buffaloes,1,3,1,90
49264,Goats,1,0,1,180
49265,Goats,1,2,0,-1
49266,Cows/Oxen,2,5,0,-1
49269,Cows/Oxen,1,7,0,-1
49270,Buffaloes,2,1,0,-1
49271,Cows/Oxen,2,10,1,90
49273,Goats,3,0,1,365
49274,Cows/Oxen,3,3,0,-1
49274,Goats,3,3,0,-1
49278,Cows/Oxen,2,150,0,-1
49278,Goats,3,0,1,365
49279,Cows/Oxen,1,5,1,90
49282,Cows/Oxen,2,5,0,-1
49285,Buffaloes,1,30,0,-1
49288,Cows/Oxen,1,5,1,90
49293,Cows/Oxen,1,15,0,-1
49293,Dogs,1,0,1,365
49297,Cows/Oxen,3,6,0,-1
49298,Goats,2,0,1,365
49301,Cows/Oxen,1,15,0,-1
49303,Cows/Oxen,2,20,0,-1
49304,Dogs,1,0,1,365
49305,Cows/Oxen,2,5,0,-1
49312,Goats,1,0,1,365
49314,Cows/Oxen,2,6,0,-1
49316,Cows/Oxen,1,5,0,-1
49316,Buffaloes,2,5,0,-1
49316,Goats,2,0,1,365
49317,Goats,1,0,1,365
49319,Goats,1,0,1,365
49320,Buffaloes,1,1,0,-1
49324,Cows/Oxen,2,3,0,-1
49325,Buffaloes,2,3,0,-1
49326,Goats,1,0,1,365
49327,Cows/Oxen,1,3,0,-1
49328,Goats,1,0,1,365
49334,Goats,1,0,1,365
49335,Goats,1,0,1,365
49336,Goats,1,0,1,365
49337,Goats,2,2,0,-1
49340,Goats,1,0,1,365
49341,Goats,2,0,1,365
49342,Cows/Oxen,2,1,0,-1
49342,Goats,1,1,1,110
49345,Goats,1,4,0,-1
49347,Cows/Oxen,1,6,0,-1
49348,Cows/Oxen,2,100,0,-1
49353,Cows/Oxen,1,0,1,90
49353,Buffaloes,1,0,1,90
49354,Goats,2,0,1,60
49355,Goats,2,0,1,365
49359,Goats,2,10,0,-1
49365,Buffaloes,1,10,0,-1
49368,Buffaloes,1,8,0,-1
49368,Goats,3,8,0,-1
49371,Cows/Oxen,2,5,0,-1
49377,Buffaloes,2,3,0,-1
49379,Cows/Oxen,3,0,1,180
49383,Goats,6,0,1,365
49383,"Poultry (chickens, ducks, pigeon)",1,0,1,150
49386,Goats,3,0,1,365
49387,Goats,4,0,1,365
49388,Cows/Oxen,1,0,1,180
49389,Goats,1,0,1,120
49392,Goats,1,0,1,30
49393,Goats,1,0,1,365
49394,Goats,1,0,1,365
49395,Goats,1,0,1,365
49396,Goats,1,0,1,365
49397,Cows/Oxen,2,3,0,-1
49399,Cows/Oxen,1,20,0,-1
49400,Buffaloes,1,35,1,60
49401,Cows/Oxen,1,0,1,90
49404,Goats,1,0,1,365
49406,Goats,1,10,0,-1
49419,Goats,2,0,1,365
49420,Cows/Oxen,2,5,1,120
49421,Buffaloes,2,5,0,-1
49425,Cows/Oxen,1,2,1,150
49425,Goats,2,0,1,365
49426,Cows/Oxen,2,1,0,-1
49427,Cows/Oxen,1,300,0,-1
49438,Goats,4,0,1,365
49444,Goats,1,1,0,-1
49448,Goats,1,0,1,20
49449,Goats,2,0,1,365
49449,"Poultry (chickens, ducks, pigeon)",1,0,1,45
49453,Goats,2,1,1,240
49454,Cows/Oxen,1,20,1,60
49456,Goats,2,1,0,-1
49462,Buffaloes,2,3,0,-1
49463,Buffaloes,1,10,0,-1
49464,Buffaloes,1,7,0,-1
49464,Goats,1,2,1,90
49467,Cows/Oxen,1,2,1,90
49467,Goats,1,0,1,365
49468,Goats,2,2,1,90
